id,comment,star,label,kategori
288,Görsel olarak iyi ama hakiki deri hissiyatı vermiyor sanki,4,1,ayakkabı
289,Güzel,4,1,ayakkabı
290,İyi ürun,5,1,ayakkabı
291,Guzel urun,5,1,ayakkabı
292,F/p tam bir,5,1,ayakkabı
293,Güzel ürün tşkr.,5,1,ayakkabı
294,Süper,5,1,ayakkabı
295,Güzel,5,1,ayakkabı
296,Fiyatına göre çok iyi bu fiyata deri bu kadar olur,4,1,ayakkabı
297,Ayakkabı fiyatına göre iyi ama kalıpları büyük basilmis,4,1,ayakkabı
298,İç taban ve bağcıklar hariç iyi ürün..,4,1,ayakkabı
299,Beğendim,4,1,ayakkabı
300,Güzel,5,1,ayakkabı
301,Gayet güzel,5,1,ayakkabı
302,Henüz kullanmadım iyi görünüyor.,4,1,ayakkabı
303,"Dışarı çıkıp giyince gün ışığında farkettim. Sağ taraf ayakkabı komple siyah, sol taraf ayakkabının ise bir parçası gri. Giydiğim için iade de edemedim.",1,0,ayakkabı
304,Teslim edildiği hafta üst dikişleri söküldü. Ayrıca tabanı hiç uygun değil. Tek kelime ile REZALET,1,0,ayakkabı
305,Ayakkabı güzel ama ayakkabı içindeki astar eksik yarım numara büyük gibi geliyor çözümü ise 20-30 liraya güzel bir tabanlık alıp o şekilde giymek....,3,1,ayakkabı
306,İçinde yırtıklar ve açıklar vardk ayakkabının geldiginde açık konuşmak gerekirse tavsiye etmem biraz özensiz işçilik,3,0,ayakkabı
307,Kalitesini beğenmedim iade ettim,1,0,ayakkabı
308,"Fiyata göre iyi şık ve modern duruyor. hızlı ve düzgün paketlenmiş olarak geldi. Yapıştırıcı, dikiş ipleri ve taban biraz rahatsız etti. Hızlı teslimat ve paketleme için satıcıya teşekkürler.",3,0,ayakkabı
309,"Deri denmiş ama Deri falan değil baya naylon,ayak sağlığına özen gösterenler için yanlış seçim,iade ettim almayı düşünenler birdaha düşünsün",1,0,ayakkabı
310,Aşırı kalitesiz bir hissiyatı var. Ayaktada güzel durmadı. İade ettim.,1,0,ayakkabı
311,Ayakkabı gorseldeki gibi fakat kesinlikle en az 2 numara büyük 45 numara ölçüsünde ayakkabı geldi. Kalite orta iyi arasında beden kotu,3,0,ayakkabı
312,ayakkabinin ayak topuk kismindaki pedler kaymis durumdaydi ciddi anlamda rahatsiz ediciydi.,2,0,ayakkabı
313,Kaliteli bişey değil iç astarı karton gibi insan astarını biraz estetik yapar,2,1,ayakkabı
314,Ürünü beğenmedik,2,0,ayakkabı
315,Görüntü İdare eder. fakat sağlamlık olarak birkaç ay dayanmaz gibi görünüyor. Dikişleri ve yapıştırılan kısımları çok özensiz yapılmış.,3,0,ayakkabı
316,İçine konan malzeme çok kötü geldi baştan savma yapılmış.,3,0,ayakkabı
317,gelen numara yanlış ilan resmindeki ürün ile gelen farklı kesinlikle deri değil Fatura Gelmedi,1,0,ayakkabı
318,"Kalıbı büyük. Rengi siyah deniliyor ama koyu yeşil gibi. Görsellerdeki ""D"" işli değil.",3,0,ayakkabı
319,Cok guzel yalnız kalıbı çok geniş bi ayakkabi ona göre sipariş verin,3,1,ayakkabı
320,Ayakkabı dışından bakınca fena değil fakat içine baktığımda yıkıldım.Astarın yarısı yok üç kuruş kar edeceğiz diye yarım astar koymak nedir ya.içindeki ipleri bile kesmemişler.Bu kadar küçük detaylardan kaçmak çok üzücü,1,0,ayakkabı
321,Rahat ama deri değil,3,0,ayakkabı
322,Ürün defolu geldi. Hiç beğenmedim. Aldigima pişman oldum. Kesinlikle tavsiye etmiyorum.,1,0,ayakkabı
323,Biraz daha verip daha iyi bişey mantıklı ayakta kalitesiz duruyo,3,0,ayakkabı
324,40 numara istemiştim. Evet 40 numara geldi ama 43 numara ayakkabı giyen birine hediye etmek zorunda kaldım. Kalıbı çook büyük.,1,0,ayakkabı
325,Ürün geldi fakat iç işçiliği güzel değil biraz büyük,3,0,ayakkabı
326,Urun hatalı geldi iade etmek zorunda kaldım,1,0,ayakkabı
327,Ürün kahverengi dediler siyah geldi deri dediler şunu yapay deri geldi dandik fotografla alakası olmayan bir ürün,1,0,ayakkabı
328,Rahat parasına göre çok iyi..,3,1,ayakkabı
329,berbat sanki giyinilmiş ve yeniden elden geçirilmiş gibi.,1,0,ayakkabı
330,"Basit ,taban çok ince.degmez bu fiyata",2,0,ayakkabı
331,Arka kısmı geniş.,3,0,ayakkabı
332,Tabanı berbat kokuyor hurda plastik ten yapılmış galiba,1,0,ayakkabı
333,Ayakkabıyı ilk giydiğim gün dopuk kısmı açıldı bu kadar kalitesiz olamaz,1,0,ayakkabı
334,Ayakkabı içindeki keçe yarım ve ayaklarım simsiyah boya oldu bu nasıl bir işçilik,1,0,ayakkabı
335,Ayakkabi guzel fiyatida uygun ancak rengi farkli geldi,3,0,ayakkabı
336,fiyatina göre idare eder.,3,1,ayakkabı
337,Tabanda keçe yok boşuna almayın memnun kalmazsınız alakası yok görüntüde olanla,1,0,ayakkabı
338,Kalitesi cok dusuk orj deri degil .,1,0,ayakkabı
339,1 kere giydim,1,0,ayakkabı
340,"Ben beğenmedim,",1,0,ayakkabı
341,"Burnundan açılma yaptı, tabanı hiç rahat değil",1,0,ayakkabı
342,Hakiki deri değil yaniltmaca var,1,0,ayakkabı
343,İstediğimiz ürün gelmedi,1,0,ayakkabı
344,Kalitesiz ürün,1,0,ayakkabı
345,Yanlış ürün geldi istediğimiz gelme,3,0,ayakkabı
346,Tabanı çok hassas yerdeki Herbie taşı hissedebiliyorsunuz,3,0,ayakkabı
347,"Islak mendille tozunu alayım diye sildim, mendil simsiyah oldu. Söyleyeceklerim bu kadar.",1,0,ayakkabı
348,Ürün fiyata göre çok iyi,2,1,ayakkabı
349,çok ağır,2,0,ayakkabı
350,Kalıbı çabuk bozuldu,2,0,ayakkabı
351,Ürün deri değil bilfinize,1,0,ayakkabı
352,Ürün deri değil suni deri,1,0,ayakkabı
353,Böyle kotu bir ürün hayatımda gormedim.,1,0,ayakkabı
354,İdare eder.,3,1,ayakkabı
355,Hiç beğenmedım,1,0,ayakkabı
356,Fiyatına göre makul olabilir ancak resimdekiyle alakası yok,1,0,ayakkabı
357,Berbat bi ürün.resimde göründüğü gibi değil.,1,0,ayakkabı
358,Ucuz fiyat fakat kaliteli değil.. bu rakama bu kadar olur,1,0,ayakkabı
359,Resimle uzaktan yakından alakası yok çok kalitesiz,1,0,ayakkabı
360,Cok kulanışlı ve guzel,4,1,ayakkabı
361,Ürün görseldeki gibi geldi. Stokta bir numara büyüğü yoktu. Tam numaramı aldım. İlk gün doğal olarak dar gibi geldi ama ikinci günden itibaren ayağın kalıbına uyum sağladı. Beğendim kısacası,5,1,ayakkabı
362,fiyat performans ürünü Tam beden aliniz,5,1,ayakkabı
363,Ürün gayet güzel kaliteli,5,1,ayakkabı
364,Tam fiyat performans ürünü Tam beden aliniz,5,1,ayakkabı
365,Ufak tefek sorunlar olsa da ayağıma yakıştı ne yalan söyleyeyim,4,1,ayakkabı
366,Tam bir fiyat performans ürünü bu ucuzluk bu kalite,5,1,ayakkabı
367,Fiyat performans ürünü,3,1,ayakkabı
368,Güzel bir ürün,5,1,ayakkabı
369,Ürün güzel ancqk o kadar kaliteli değil,4,0,ayakkabı
370,"Ürün görselde göründüğü gibi 42 numara giyen biri olarak kendi numaramı sipariş ettim ve tam oldu, esneme payını da düşünecek olursak iyi bir sonuç. Tek eksiği tasarımsal sadeliği ayakkabının onun dışında gönül rahatlığı ile giyebilirsiniz.",4,1,ayakkabı
371,Güzel ama biraz sert ayaklarını acıtıyor,5,0,ayakkabı
372,Fiyatına göre iyi bir ürün yorumlarda bir beden büyük alınması söylenmiş kırk giyordum kırk bir aldım daha rahat hissettirdi. Görünüş açısından 10/8 fiyatını her türlü karşılar üründe oluşabilecek olumsuz bir durumda yorumumu güncelleyeceğim .,4,1,ayakkabı
373,Kalitesi düşük ama idare eder yazın giyilir,3,0,ayakkabı
374,Tabanı taştan bile sert ve 2-3 ay içerisinde ön kısmı ikiye yarıldı tavsiye etmiyorum,1,0,ayakkabı
375,Beş para etmez kesinlikle almayın,1,0,ayakkabı
376,Ürün kağıt gibi bir kere giydim ayağım ufak bir kaldırıma çarptı ayakkabı yırtıldı,1,0,ayakkabı
377,Sipariş verdiğim ürün değil benzeri gönderildi,1,0,ayakkabı
378,"Aldığım ürünleri hayır olsun,biri giysin diye hediye ettim. Çok dar kalıp. Memnun kalmadım.",1,0,ayakkabı
379,"Ayakkabılar aşırı rahat, topuk boyu gayet ideal ve çok şık. Tam numaram oldu. Ayrıca satıcıya ilgisinden dolayı çok teşekkür ederim. İlk alışverişim değildi son da olmayacak favori markam belli artık.",5,1,ayakkabı
380,Günlük için ideal koşu ayakkabıları. Rahat ve kullanışlı tavsiye ederim.,5,1,ayakkabı
381,Ayakkabı çok tatlı duruyor 38 numara aldığım halde çok küçük duruyor dışarıdan ancak kalıbı da dar o yüzden bir numara büyük alınabilir bence. Çok kaliteli bir şey beklemeyin yine de,4,0,ayakkabı
382,Biraz sert ama görüntüsü çok güzel ve bir numara büyük alınmalı! ondan dolayı da rahat gelmedi.,4,0,ayakkabı
383,Çok güzel,5,1,ayakkabı
384,Tam olarak fotoğrafta göründüğü gibi kaliteli.,5,1,ayakkabı
385,Hiçbir işe yaramaz sanki karton gibi,1,0,ayakkabı
386,"5 kuruş etmez ön kısımları aç konfor 0 topuğu kemiğe vuruyor , tamam ucuz ama böylede çöp olmaz. Siyah istedim beyaz gelmiş",1,0,ayakkabı
387,"Aldığım ürünü hediye ettim,çünkü çok dar. Alırken ona göre alın.",1,0,ayakkabı
388,"defolu ürün gönderiliyor, kutusu parçalanmıştı.. yapistirma yerleri lekeli, taban kisimlarinda cizimler mevcut. tavsiye etmiyorum",1,0,ayakkabı
389,Fiyatına göre çok iyi tavsiye ederim.,5,1,ayakkabı
390,Kutusu direk yırtık geldi üründe durumdan payına düşeni almış ama fp,2,0,ayakkabı
391,Ürün beklediğim gibi geldi teşekkür ederim. Gayet hesaplı bir ürün tavsiye ederim. Rahat günlük kullanım için ideal.,5,1,ayakkabı
392,Hafif şık ve rahat bir ayakkabı.,5,1,ayakkabı
393,Ürünü şipariş verdim kargo felan gayet hızlı güzel ama siyah beyaz sneaker dan sipariş oluşturdum düz beyaz göndermişsiniz değişim talebi oluşturdum onuda kabul etmedi site neden insanları magdur ediyorsunuz ki iadeyle felan uğraşıyoruz,4,0,ayakkabı
394,Ürünün kalıbı küçük nnmara uygun olmadıgından değişim talep ettim . Ama fiyatına göre ayakkabı güzel.,4,0,ayakkabı
395,Fiyatına göre baya güzel tavsiye ederim.,5,1,ayakkabı
396,Rahat kullanışlı gayet güzel bir ürün. Çok güzel tam beklediğim gibi çıktı. Ayakkabı aşırı hafif ve çok rahat.,5,1,ayakkabı
397,Çok güzel tam beklediğim gibi çıktı.,5,1,ayakkabı
398,Hiç düşünmeden alın çok rahat.,5,1,ayakkabı
399,İkiside ayni renk geldi beyaz sipariş verdim aynısı geldi güzel tavsiye ederim,5,1,ayakkabı
400,Resimdeki gibi kalite düşük çok bşy beklemeyin uygun fiyata uygun ayakkabı giyilir idareten ama dediğim gibi çok beklentiye girmeyin,3,0,ayakkabı
401,Rahat günlük kullanım için ideal ama bir numara büyük alınmasını tavsiye ederim,4,1,ayakkabı
402,1 alana 1 bedava dediniz ürünüm 2.gelmedi neden,5,0,ayakkabı
403,Gayet hesaplı ve kaliteli bir ayakkabı.,4,1,ayakkabı
404,Tabanı çok sert tabanı bir ay içinde delindi iç astarı kağıt gibi hemen parçalandı tavsiye etmiyorum,1,0,ayakkabı
405,Ürünü alacaklara önerim ayakkabı çok terletiyor ayakları ve malzeme kalitesi olarak da çok ince çok uzun dayanacağıni zannetmiyorum. Belki bir ay ancak,1,0,ayakkabı
406,Siyah Gönderdiğiniz ürün 42 numara siyah olması gerekirken Ayıran zat 41numarayi koymuş. 42 nollu Ayakkabı gönder. Bana 41 i iade etmeliyim,1,0,ayakkabı
407,Ürün kenarlari yapıştırma tabanı rahat .yanlız yanlis ürün yollamislae ben siyah beyaz istemisdim düz beyaz yollamışlar .,3,0,ayakkabı
408,Eşim için aldım. Fotoğrafta çok beğenmemiştim ama canlı daha iyi duruyor. Ve sevindiren yanı indirimdeyken yakaladım.,4,1,ayakkabı
409,Rahat kullanışlı gayet güzel bir ürün. Rahat günlük kullanım için ideal. Kumaşı sayesinde çok iyi hava alıyor ve hiç terletmiyor,5,1,ayakkabı
410,Paketleme çok kötü..Bu kadar özensiz bir paketleme görmedim.Bir numara büyük almanızı tavsiye ederim.38 numara giymeme rağmen küçük oldu.o yüzden.iade ediyorum,2,0,ayakkabı
411,Ürün sert bişey plastik bile denilemez. Yürürken topuklu ayakkabı giymiş gibi tak tuk yürüyorsun. Ayağını seven almasın.,2,0,ayakkabı
412,37 bucuk giyiyorum 38 aldim tam oldu harika markalara okadarpara vermeye asla gerek yok,5,1,ayakkabı
413,Hiç düşünmeden alın çok kaliteli. Gayet hesaplı ve kaliteli bir ayakkabı. Çok rahat sağlam ve şık.,5,1,ayakkabı
414,Gönderdiğiniz ayakkabıya tek parça bağacık koyarsanız giyemeyiz Kanka onu aklınızda bulunsun şimdi birde onu almaya mı uğraşalım yani herkes işini düzgün yapmalı diye yorumladım,1,0,ayakkabı
415,Ürün fiyat performans ancak paketleme çok kötü kutu yırtık pırtık geldi,3,0,ayakkabı
416,Çok net söylüyorum ki sakın almayın çünkü esneme payı yok 2 ay idare ederi sonra yırtılıyor iz yerinden,1,0,ayakkabı
417,Tam bir fiyat performans ürünü.,3,1,ayakkabı
418,Fiyatına göre baya güzel tavsiye ederim.,3,1,ayakkabı
419,Rahatsız bir ayakkabı ayakları ağrıtıyor,3,0,ayakkabı
420,kalite yerlerde,1,0,ayakkabı
421,Malzeme kalitesi iyi tavsiye ederim. Fotoğraflarda ki gibi gayet güzel. Hafif şık ve rahat bir ayakkabı. Çok rahat sağlam ve şık. Yürüyüş için çok iyi bir ayakkabı. Rengi çok hoş ve rahat tavsiye ederim.,5,1,ayakkabı
422,Bir giyimlik,3,0,ayakkabı
423,Güzel bu fiayat 10 numara 3 aydır işte kullaniyor günde 28nin adım atıyorum hala sağlam,5,1,ayakkabı
424,Sağ normal sol vuruyo arkası sıkıntılı,3,0,ayakkabı
425,İki numara küçük 36 giyiyorum 37 istedim 35 resmen paranıza yazık,1,0,ayakkabı
426,Hepsi buradaya yakışmayan ürün portföyü beklediğim gibi gelmedi,1,0,ayakkabı
427,Çöp giymiyom duruyo oylece,3,0,ayakkabı
428,Tvde görüp saatlik indirimden aldım. Ayakkabı güzel bembeyaz ayağı çok kibar gösteriyor. Ufak tefek yapıştırma hataları var ama onları da görmeyin artık bu fiyata ayakkabı yok.,5,1,ayakkabı
429,İlk defa bildiğim markalar dışında bir ayakkabı denemek istedim ama Ne yazık ki hüsran. Kalıbı dar diye işaretledim ama kalıp yok yani böyle bir ayak yok yer yüzünde. Çok ağır bir plastik kokusu var ve ayakkabının deliklerini açmamışlar bile. Bir numara büyük alıp belki köse başı apachi oturuşu yapmak için uygun olabilir ben 44 aldım numaramı ama 45 seçeneği zaten yoktu.,2,0,ayakkabı
430,Çok rahat sağlam ve şık. Tam bir fiyat performans ürünü. Çok memnunum rahat ve şık bir ayakkabı. Hiç düşünmeden alın çok rahat.,5,1,ayakkabı
431,Ürünü ben iade etmedim ürün ü iade ettiler ben bir numara büyüğünü istemiştim değişim için gönderdim ama şaşırdım parayı iade ettiler neden teşekkür ederim,5,0,ayakkabı
432,Yürüyüş için çok iyi bir ayakkabı.,4,1,ayakkabı
433,Hüsran ve iade ne yazık ki,2,0,ayakkabı
434,"İlk giyişinizde iyi ki almışım diyorsunuz ama giydikçe vurdukça sertliğini hissetmeye de başlıyorsunuz. Kullanılır mı evet bu paraya bu kaliteyle bir sezonu çıkarmaya rahat yeter. Arada kısa süreli işleriniz için sağa sola gidip gelmeye işinizi görür ama gün boyu ayakta tutmaya gelmez. Bu fiyata ayakkabı kalmadığını düşünürsek, en ucuza ne alsam da üç beş ay işimi görsün derseniz alın. Ben ikinci ayakkabım olsun diye aldım bunu. Taban kalınlığı bakımından topuk kısmı gayet ideal, ama ön kısım ince. Amacına göre gündelik kısa süreli işlerinizi görmek için git gellerde kullanacaksanız bu fiyata gönül rahatlığıyla alınır, ama başta da dediğim gibi gün boyu ayaktaysanız pek öneremeyeceğim.",3,1,ayakkabı
435,Çok güzel tam beklediğim gibi çıktı. Hiç düşünmeden alın çok kaliteli. Rahat kullanışlı gayet güzel bir ürün. Hemde iki tane aldimm,5,1,ayakkabı
436,Alt tabanı sert ama fiyat performans olarak iyi,3,1,ayakkabı
437,Kalite yok taban plastik ayak ağrıtıyor,1,0,ayakkabı
438,Bağcıksız gönderildi.,1,0,ayakkabı
439,"Defolu geldi, sol tarafı iyi yapışmamış",5,0,ayakkabı
440,Ürün çok kalitesiz daha 1 ay bile olmadı kenarı patladı bir daha bu sayfadan alış veriş yapmam,1,0,ayakkabı
441,Tam olarak fotoğrafta göründüğü gibi,3,1,ayakkabı
442,idare eder,3,1,ayakkabı
443,Rahat değil ve içi çok sıcak bir ayakkabı,3,0,ayakkabı
444,Asla rahat bir ayakkabı değil tabanı çok ince üstüne biraz daha ekleyip rahat bir ayakkabı alınabilir,1,1,ayakkabı
445,Ürün resimdekilerin aynısı normalde 42 giyerim ama yorumlara bakarak 43 sipariş verdim bu ayakkabiya göre 42.5 gibi bir numara olsaymış tam olacakmış ama çok büyük gelmedi giyilebilir. Sade ve şık ama uzun soluklu dayanacagini sanmiyorum. Fiyatinin ayakkabısı tercih edilebilir.,4,1,ayakkabı
446,Ekonomik gösterişli ve kullanışlı güzel ürün,5,1,ayakkabı
447,Çok güzel tam beklediğim gibi çıktı.,5,1,ayakkabı
448,Çok hafif ve rahat tam kalıp.emeklerinize sağlık.2 ürün aldım sizden ve indirim uygulandı.tekrar sipariş vericem.basarilar bol kazanclar.bu fiyatlar inanılmaz ve ürünleriniz kaliteli,5,1,ayakkabı
449,Rahat günlük kullanım için ideal. Şık rahat ve kullanışlı bir ayakkabı.,5,1,ayakkabı
450,Ürünün tabanı kalın ve kaliteli tavsiye ederim.,5,1,ayakkabı
451,"F p çok iyi tavsiye ederim., Ürünün tabanı kalın ve kaliteli tavsiye ederim., Rengi çok hoş ve rahat tavsiye ederim., Rahat günlük kullanım için ideal., Rahat ve kullanışlı bir ürün teşekkürler.",5,1,ayakkabı
452,Çok güzel tam beklediğim gibi çıktı.,5,1,ayakkabı
453,Gayet hesaplı ve kaliteli bir ayakkabı.,5,1,ayakkabı
454,Rahat günlük kullanım için ideal. Ürün güzel hafif ve kaliteli tavsiye ederim.,5,1,ayakkabı
455,Rahat günlük kullanım için ideal.,5,1,ayakkabı
456,Berbat. Çok düşük fiyatta aldım kasım indirimlerin den iade ile uğraşmak istemedim hiç rahat değil kenarı hafif sararmış şekilde geldi. Önermiyorum kesinlikle,2,0,ayakkabı
457,Rahat kullanışlı gayet güzel bir ürün.,5,1,ayakkabı
458,Çok şık,5,1,ayakkabı
459,Çok beklentiye girmedim bu fiyata bu pahalılıkta güzel,5,1,ayakkabı
460,Tabanı sert içi kalitesiz,1,0,ayakkabı
461,Çok kotü,1,0,ayakkabı
462,Tabanı sert İçi kalitesiz,1,0,ayakkabı
463,Ayakkabı numarası küçük,1,0,ayakkabı
464,Geçen senede almıştım hoşuma gitmişti tekrar sipariş verdim ama aynı kalıtede değil biraz farklı olmuş,2,0,ayakkabı
465,Malzeme kalitesi iyi tavsiye ederim.,5,1,ayakkabı
466,Hafif şık ve rahat bir ayakkabı.,5,1,ayakkabı
467,Fiyati cok iyi,5,1,ayakkabı
468,Yıldızın birini paketlemeden kırdım çünkü bununla birlikte bir tane de sandalet almıştım ikisini aynı kutunun içine koymuşlardı kargoda biraz hırpalanmıştı ayakkabı.Ama genel anlamda ayakkabı tam beden ve fiyat performans ürünü bu fiyata alınabilecek en iyi ayakkabı diyebilirim,4,1,ayakkabı
469,Günlük hayatta rahatlıkla giyile bilir kullanışlı ve fiyatı çok uygun,5,1,ayakkabı
470,"Çok güzel tam beklediğim gibi çıktı., Fotoğraflarda ki gibi gayet güzel.",5,1,ayakkabı
471,Çok güzel tam beklediğim gibi çıktı.,5,1,ayakkabı
472,Ürün cok güzel sağlam ve şık. Tek sorun kalıbı bana biraz dar geldi. Bir numara büyük almak daha doğru olurmuş.,5,1,ayakkabı
473,Yanlış numara göndermeseydiler iyiydi,4,0,ayakkabı
474,Rahat değıl,1,0,ayakkabı
475,Ürün geldi 35 numara istedik ama sanki 32 numara kalbi var dı küçük oldu,3,0,ayakkabı
476,Kalitesi çok kötüydü. Aylar sonra yirtilmalar basladi tavsiye etmem,1,0,ayakkabı
477,Spor için çok güzel bir ayakkabı teşekkür ederim,4,1,ayakkabı
478,Satıcıya teşekkürler. Ürün hızlıca geldi ve parasına göre kaliteli,5,1,ayakkabı
479,Ürün parasına göre kaliteli,5,1,ayakkabı
480,"Kullanışlı, rahat, spor, herbakımdan güzel, insallah dayanıklıdır, o zaman süper olacak.",5,1,ayakkabı
481,Ürün 2 gün içinde elime ulaştı çok güzel şık 1 beden büyük almanızı tavsiye ediyorum,5,1,ayakkabı
482,Bu fiyata bu ürün çok iyi,5,1,ayakkabı
483,F p çok iyi tavsiye ederim.,4,1,ayakkabı
484,Rahat günlük kullanım için ideal.,5,1,ayakkabı
485,F p çok iyi tavsiye ederim.,4,1,ayakkabı
486,Rahat kullanışlı gayet güzel bir ürün.,5,1,ayakkabı
487,Yorumum üstte çıksın diye 5 yıldız verdim kalitesiz bir ürün ilk giyildiğinde bile anında çatlıyor üzülerek iade edicem malesef,5,0,ayakkabı
488,"Gerçek deri değil, Üst deri ve alt taban, kundura gibi ses çıkartıyor yürürken, Hava almadığı için koku yapıyor, 9 kez giydikten sonra yanlardan patlıyor, UZAK DUR!",1,0,ayakkabı
489,Gayet hesaplı ve kaliteli bir ayakkabı.sadece hızlı eskiyor oda kırıldığı için fiyat p ürünü,3,1,ayakkabı
490,UZAK DUR! Alt kalıbı kaya gibi. Topuklu kundura gibi ses çıkartıyor. Normalde yumusak olması lazım. Yanlardan patlama ve açılma yaptı. Kalitesiz ve sahte deri olduğu için de hava almıyor. Koku yapıyor.,1,0,ayakkabı
491,Rahat günlük kullanım için ideal.,3,1,ayakkabı
492,Fiyatına göre güzel bir ürün kibar bir duruşu var,5,1,ayakkabı
493,Urun kısa zamanda geldi teşekkürler,5,1,ayakkabı
494,Muhteşem ötesi bir şey. Kesinlikle alın. Kalıbı tam. Aşırı rahat. Gün içinde çok ayakta kalan biriyseniz tam size göre. O kadar kibar ve narin duruyor ki çok beğeneceksiniz.,5,1,ayakkabı
495,Çok uzun süre giyince terleme çok yapıyor,5,0,ayakkabı
496,Çok güzel tam beklediğim gibi çıktı.,4,1,ayakkabı
497,Tabanı biraz sert geldi bana. Ama tasarım olarak şık ve iş görür.,4,1,ayakkabı
498,Fiyatına göre güzel,5,1,ayakkabı
499,Fiyatına göre güzel,5,1,ayakkabı
500,"Kütük gibi ayakkabı hiç rahat değil. Bu fiyata anca bu kadar olur çok birşey beklemeyin,bir beden büyük alın.",5,0,ayakkabı
501,Orta kalite,4,0,ayakkabı
502,"Ürünü 2. kez alışım. Rahat, kaliteli ve uygun. Teşekkürler.",5,1,ayakkabı
503,ayakkabı güzel begendim,5,1,ayakkabı
504,"Gerçekten muazzam güvenilir bir kişi ilk defa internetten siparişim burdakiyle aynı geldi helal olsun elinize sağlık,",5,1,ayakkabı
505,Tam olarak fotoğrafta göründüğü gibi,4,1,ayakkabı
506,Muggo dan aldığım 4.ürün. Diğer 3 ü şahane hiç şikayetim yok. Fakat bu ürün pek kaliteli değil. Yan tarafı iyi yapıştırılmamış. 42 giyiyorum parmaklarımı sıktı. Görünüş olarak çok basit görünüyor. Geri iade etmeyeceğim ama sanırım sadece ekmek almaya giderken giyeceğim.,1,0,ayakkabı
507,Fiyat iyi eywallah ama bir 6 ay sonra üzerindeki deri olmayan laylon benzeri şey yirtiliyor. Eğer 6 ay giyeceğim diyor iseniz alabilirsiniz.,1,0,ayakkabı
508,Berbat poşet gibi şambirelden farkı yok ....,3,0,ayakkabı
509,Ürün güzel ve rahat ama yürürken taban kısmı çok ses çıkartıyor,3,1,ayakkabı
510,"Çok dar, 40 numara giyiyorum ama 41 aldığım halde yine dar geldi burun kısmı çok dar, kalitesi normal, iç kısmı çok rahat değil",1,0,ayakkabı
511,Bu markanın ayakkabısını daha önce bir kaç kullandım. Gayet rahat oluyorlardı. Ama bu kalıp çok rahatsız edici. Yürüyüş için uygun değil. Bir kaç saatlik kullanım için uygun. Tüm gün ayağınızda kalırsa ben koku yapar hem de ayağınızı vurur. İade ile uğraşmamak için dursun ayakkabılıkta,2,0,ayakkabı
512,Fiyat uygun kargo hızlı ürün güzel,5,1,ayakkabı
513,Güzel ürün geç geldi ama değdi,5,1,ayakkabı
514,Ürün göründüğü gibi ve çok hızlı teslimat oldu teşekkürler,5,1,ayakkabı
515,Hızlı teslimat için teşekkür ederim,5,1,ayakkabı
516,Fiyatına göre gayet başarılı.,5,1,ayakkabı
517,Elimize defolu ulaştı fakat fark etmeden dışarda giydimiz için iade etmedik,3,0,ayakkabı
518,Ürün çok guzel,5,1,ayakkabı
519,Ayakkabi fiyatina guzel guzel kizim icin aldim teşekkürler,5,1,ayakkabı
520,Hızlı teslimat güzel ürün teşekkürler,5,1,ayakkabı
521,Şuan terlik fiyatına ayakkabı alın kombiniz için 8-10 defa giyin daha ne olsun,4,1,ayakkabı
522,"Fena değil, fiyatına göre iyi... 2 3 ay giyilebilir. Uzun ömürlü olacağını sanmıyorum. Zaten bu fiyata da daha fazlasını beklemek olmaz.",5,1,ayakkabı
523,Harika Teşekkür ederim.,5,1,ayakkabı
524,Ürün çok güzel ve kaliteli göründüğü gibi geliyor. Kargo çok hızlıydı.,5,1,ayakkabı
525,39 almıştım sepette 36 olmuştum geldi baktım çok küçük çocuğuma bile olmuyor...,1,0,ayakkabı
526,Ayakkabı birbiriyle aynı ama yamuk yspıştormışlar bu fiyata daha iyi kalite olması lazım,1,0,ayakkabı
527,"Güzel beğendik, göründüğü gibi geldi,kalıplar tam kendi numaranızı alabilirsiniz",5,1,ayakkabı
528,Bildiğiniz karton.iade ettim,1,0,ayakkabı
529,Tabanı nasır yaptı. Görünüşü güzel. Ama rahat değil. Bu fiyata çok bir beklentiniz olmasın,3,0,ayakkabı
530,Ürün güzel memnun kaldım alacak olanlara tavsiyem 1numara büyük almanız,5,1,ayakkabı
531,Ayakkabi kagit gibi ve açılma yaptı 2 gunde,1,0,ayakkabı
532,"Ürün gayet kalitesiz maksimum 3 ay giyilir, iade etmekle uğraşmak istemediğim iade etmedim",3,0,ayakkabı
533,Fiyat/performans ürünü gibi. Çokta kalite beklemeyin. Görünüm güzel.,3,1,ayakkabı
534,Begenmedim,1,0,ayakkabı
535,Kardeşime aldım 42 giyiyordu 43 azck büyük geldi ama 42 de küçük olurdu sanırım.. siyahı çok kötü yapışkan izleri belli oluyor. Beyazı normal derecede ztn bu fiyata bu kalite olur anca .,3,0,ayakkabı
536,Ayağınızın içine edilsim istiyorsanız alın,1,0,ayakkabı
537,"Dar kalıpta, olmadı rahatsız edecek iade de edemedim.",1,0,ayakkabı
538,Bu kadar kaliteli olacağını tahmin etmemiştim. Çok memnunum. Beden olarak tam numara aldım.,5,1,ayakkabı
539,"Eşime almıştım, beğenerek giyiyor.Pahalı markalardan pek bir farkı yok.Gayet kullanışlı.",5,1,ayakkabı
540,renk ve numara dogru geldi kullanmaya baslamadim abi kalitesi iyi fiyatina gore cok uygun,5,1,ayakkabı
